,start,stop,AUC,fpr,tpr,support,cm,fold,# support,condition,cm_,tnr,fnr
12,300,350,0.5599999999999999,0.4,0.6,"[ 0  1  4  9 11 12 13 22 24 26 28 30 32 37 39 42  2  6 14 15 16 18 19 20
 27 29 31 33 34 40 41]","[[3 2]
 [2 3]]",2,31,shuffle4,"[[0.6 0.4]
 [0.4 0.6]]",0.6,0.4
13,300,350,0.72,0.6,0.6,"[ 2  5  6  8 10 11 14 16 17 28 30 31 33 34 36 40 43  0  9 18 19 20 21 25
 26 27 29 32 35 37 38 39]","[[2 3]
 [2 3]]",3,32,shuffle4,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
14,300,350,0.52,0.6,0.4,"[ 3  4  5  9 10 11 20 22 26 28 30 34 37 38 39 42  0  6 12 13 14 17 19 21
 29 31 32 33 40 41]","[[2 3]
 [3 2]]",4,30,shuffle4,"[[0.4 0.6]
 [0.6 0.4]]",0.4,0.6
0,200,250,0.888888888888889,1.0,0.16666666666666666,"[ 1  2  4  8 10 11 15 18 23 25 29 30 32 34 36 40 41  0  3  5  6  9 12 13
 16 17 19 20 21 22 26 31 33 38]","[[0 6]
 [5 1]]",0,34,shuffle5,"[[0.         1.        ]
 [0.83333333 0.16666667]]",0.0,0.8333333333333334
1,200,250,0.9166666666666667,0.6666666666666666,0.16666666666666666,"[ 1  8  9 12 19 20 22 23 24 27 28 29 32 34 40  0  5  6  7 10 13 15 16 17
 18 21 25 26 30 35 38]","[[2 4]
 [5 1]]",1,31,shuffle5,"[[0.33333333 0.66666667]
 [0.83333333 0.16666667]]",0.3333333333333333,0.8333333333333334
2,200,250,0.48,0.4,0.4,"[ 2  6  8  9 14 15 19 21 24 28 29 30 34 36 38 42 43  3  4  5  7 10 11 12
 13 16 17 18 20 22 23 25 31 33 37 40 41]","[[3 2]
 [3 2]]",2,37,shuffle5,"[[0.6 0.4]
 [0.6 0.4]]",0.6,0.6
3,200,250,0.32,0.2,0.6,"[ 1  2  4  8 10 11 14 21 22 25 27 28 30 33 34 36 39 40 42  0  5  6  7  9
 12 15 17 19 20 23 24 26 29 31 35 37 43]","[[4 1]
 [2 3]]",3,37,shuffle5,"[[0.8 0.2]
 [0.4 0.6]]",0.8,0.4
4,200,250,0.6799999999999999,0.8,0.4,"[ 1  3  6  8 12 16 18 19 22 24 26 27 28 30 33 34 36 38 42 43  0  2  4  5
  7 10 11 13 14 15 17 20 21 23 29 31 37 40 41]","[[1 4]
 [3 2]]",4,39,shuffle5,"[[0.2 0.8]
 [0.6 0.4]]",0.2,0.6
5,250,300,0.5,0.6666666666666666,0.6666666666666666,"[ 1  2  8 10 11 14 15 25 29 32 34 36 40 41  0  3  5  6  7  9 13 16 17 19
 20 21 26 33 37 38]","[[2 4]
 [2 4]]",0,30,shuffle5,"[[0.33333333 0.66666667]
 [0.33333333 0.66666667]]",0.3333333333333333,0.3333333333333333
6,250,300,0.33333333333333337,0.6666666666666666,0.8333333333333334,"[ 1  4  8  9 12 19 20 22 24 27 29 32 33 34 36 41  0  5  7 13 15 16 17 18
 21 30 31 35 37]","[[2 4]
 [1 5]]",1,29,shuffle5,"[[0.33333333 0.66666667]
 [0.16666667 0.83333333]]",0.3333333333333333,0.16666666666666666
7,250,300,0.78,0.4,0.6,"[ 6  8  9 14 15 19 21 24 28 29 30 32 34 36 38 42 43  3  4  5  7 10 11 13
 17 18 22 25 37 39]","[[3 2]
 [2 3]]",2,30,shuffle5,"[[0.6 0.4]
 [0.4 0.6]]",0.6,0.4
8,250,300,0.5,0.2,0.6,"[ 1 10 11 14 21 22 25 28 30 33 34 36 39 40 41 42  0  5  6  9 12 15 17 18
 19 20 29 31 37 38 43]","[[4 1]
 [2 3]]",3,31,shuffle5,"[[0.8 0.2]
 [0.4 0.6]]",0.8,0.4
9,250,300,0.72,0.4,0.8,"[ 1  3  6  8 12 16 19 24 26 27 28 30 33 34 35 36 38 43  0  2  5  7  9 10
 14 15 21 23 32 37 39 40 41]","[[3 2]
 [1 4]]",4,33,shuffle5,"[[0.6 0.4]
 [0.2 0.8]]",0.6,0.2
10,300,350,0.5,0.8333333333333334,0.6666666666666666,"[ 1  4  8 10 11 15 18 25 29 30 32 34 35 36 40 41  0  3  5  6  7  9 16 17
 19 20 21 33 37 38]","[[1 5]
 [2 4]]",0,30,shuffle5,"[[0.16666667 0.83333333]
 [0.33333333 0.66666667]]",0.16666666666666666,0.3333333333333333
11,300,350,0.8055555555555556,0.6666666666666666,1.0,"[ 1  4  8  9 12 14 19 20 22 23 24 28 29 33 34 36 40 41  0  3  5  6 13 15
 16 17 21 31 35 37 38 39]","[[2 4]
 [0 6]]",1,32,shuffle5,"[[0.33333333 0.66666667]
 [0.         1.        ]]",0.3333333333333333,0.0
12,300,350,0.56,0.4,0.4,"[ 0  2  8  9 14 15 19 21 24 28 29 32 34 36 38 42 43  3  5  7 10 11 12 16
 17 18 22 23 25 37 39 40]","[[3 2]
 [3 2]]",2,32,shuffle5,"[[0.6 0.4]
 [0.6 0.4]]",0.6,0.6
13,300,350,0.56,0.6,0.6,"[ 1  8 10 11 16 21 22 25 28 30 33 36 39 40 41 42  0  3  5  7  9 15 17 19
 31 35 38 43]","[[2 3]
 [2 3]]",3,28,shuffle5,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
14,300,350,0.52,0.2,0.0,"[ 1  3  6  8 16 19 22 24 26 27 28 30 33 35 38 42 43  0  2  5  7  9 10 14
 15 20 29 32 37 39 40]","[[4 1]
 [5 0]]",4,31,shuffle5,"[[0.8 0.2]
 [1.  0. ]]",0.8,1.0
0,200,250,0.638888888888889,0.6666666666666666,0.5,"[ 3  4  5  7  9 10 11 13 15 17 19 24 26 32 33 35 39 40  0  1  6 12 16 18
 20 21 22 23 25 28 29 31 34 37 38 41]","[[2 4]
 [3 3]]",0,36,shuffle6,"[[0.33333333 0.66666667]
 [0.5        0.5       ]]",0.3333333333333333,0.5
1,200,250,0.8055555555555556,1.0,0.3333333333333333,"[ 4  5  8  9 12 13 15 17 19 30 32 33 35 39 40  0 11 14 16 18 20 22 24 25
 26 27 29 31 34 37 41]","[[0 6]
 [4 2]]",1,31,shuffle6,"[[0.         1.        ]
 [0.66666667 0.33333333]]",0.0,0.6666666666666666
2,200,250,0.66,0.4,0.0,"[ 2  3  5  7 10 13 14 15 22 24 29 32 33 34 35 37 38 41 42  0  1  4 16 19
 20 21 23 26 27 28 30 31 36 39 40 43]","[[3 2]
 [5 0]]",2,36,shuffle6,"[[0.6 0.4]
 [1.  0. ]]",0.6,1.0
3,200,250,0.6799999999999999,0.6,0.2,"[ 3  4  5  7  9 10 11 12 14 15 17 19 20 28 30 36 37 38 40 41 43  0  1  6
 13 16 18 21 25 26 27 29 33 34 39 42]","[[2 3]
 [4 1]]",3,36,shuffle6,"[[0.4 0.6]
 [0.8 0.2]]",0.4,0.8
4,200,250,0.48000000000000004,0.6,0.6,"[ 1  3  5  7  8 10 11 13 20 22 30 31 32 34 35 37 38 41 42  0  2  9 14 16
 17 18 19 21 24 26 28 33 36 39 40 43]","[[2 3]
 [2 3]]",4,36,shuffle6,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
5,250,300,0.2777777777777778,0.3333333333333333,0.8333333333333334,"[ 3  4  5  7  8  9 11 15 17 19 24 26 32 33 35 39 40  0  1  6 14 16 18 21
 22 23 25 27 29 31 34 41]","[[4 2]
 [1 5]]",0,32,shuffle6,"[[0.66666667 0.33333333]
 [0.16666667 0.83333333]]",0.6666666666666666,0.16666666666666666
6,250,300,0.3888888888888889,0.6666666666666666,0.6666666666666666,"[ 4  5  7  9 12 13 15 19 30 32 33 35 39 40  0  1 18 20 21 22 24 25 27 31
 34 37 38 41]","[[2 4]
 [2 4]]",1,28,shuffle6,"[[0.33333333 0.66666667]
 [0.33333333 0.66666667]]",0.3333333333333333,0.3333333333333333
7,250,300,0.5,0.4,0.8,"[ 2  3  5  6  7 13 14 15 22 32 33 34 35 37 41 42  0  1  4 16 17 18 19 20
 21 25 27 30 36 40 43]","[[3 2]
 [1 4]]",2,31,shuffle6,"[[0.6 0.4]
 [0.2 0.8]]",0.6,0.2
8,250,300,0.4,0.6,0.4,"[ 5  7  8  9 10 11 14 17 20 28 36 37 38 40 41 43  0  1  2  6 16 22 25 26
 29 31 34 39]","[[2 3]
 [3 2]]",3,28,shuffle6,"[[0.4 0.6]
 [0.6 0.4]]",0.4,0.6
9,250,300,0.6,0.4,0.8,"[ 1  3  4  5  8 11 13 22 27 30 31 32 34 35 37 38 41 42  0  2 14 16 17 19
 21 23 25 28 33 36 40 43]","[[3 2]
 [1 4]]",4,32,shuffle6,"[[0.6 0.4]
 [0.2 0.8]]",0.6,0.2
10,300,350,0.8333333333333334,0.3333333333333333,0.6666666666666666,"[ 4  5  7  8  9 11 13 15 17 24 26 32 33 35 36 39 40  1  6 14 16 18 20 21
 23 27 29 31 34 37 38 41]","[[4 2]
 [2 4]]",0,32,shuffle6,"[[0.66666667 0.33333333]
 [0.33333333 0.66666667]]",0.6666666666666666,0.3333333333333333
11,300,350,0.6111111111111112,0.8333333333333334,0.8333333333333334,"[ 4  5  6  9 12 13 15 19 28 30 32 33 35 36 39 40  0  1 14 18 20 21 23 24
 25 27 31 34 37 41]","[[1 5]
 [1 5]]",1,30,shuffle6,"[[0.16666667 0.83333333]
 [0.16666667 0.83333333]]",0.16666666666666666,0.16666666666666666
12,300,350,0.62,0.6,1.0,"[ 2  5  6  7 10 14 15 22 24 32 33 34 37 38 41 42  0  1  4 12 16 17 21 25
 26 27 30 36 39 43]","[[2 3]
 [0 5]]",2,30,shuffle6,"[[0.4 0.6]
 [0.  1. ]]",0.4,0.0
13,300,350,0.5800000000000001,0.2,0.6,"[ 4  5  7  8 11 14 15 17 19 20 28 36 37 38 40 41 43  0  1  6 16 22 23 25
 31 32 33 34 39 42]","[[4 1]
 [2 3]]",3,30,shuffle6,"[[0.8 0.2]
 [0.4 0.6]]",0.8,0.4
14,300,350,0.74,0.4,0.6,"[ 3  4  5  7  8 10 11 13 20 22 27 30 31 32 34 35 37 38 41 42  0  2 12 14
 16 17 19 23 24 25 33 39 43]","[[3 2]
 [2 3]]",4,33,shuffle6,"[[0.6 0.4]
 [0.4 0.6]]",0.6,0.4
0,200,250,0.7222222222222223,0.6666666666666666,0.0,"[ 0  2  3  7 14 16 17 18 20 24 26 31 33 38 39 41  5  8  9 10 11 12 13 15
 21 22 23 25 27 30 40]","[[2 4]
 [6 0]]",0,31,shuffle7,"[[0.33333333 0.66666667]
 [1.         0.        ]]",0.3333333333333333,1.0
1,200,250,0.6944444444444444,0.6666666666666666,0.5,"[ 0  2  3  6 12 15 16 18 19 20 21 25 28 29 31 37 39  4  8  9 10 11 14 17
 23 24 26 27 30 34 35 40]","[[2 4]
 [3 3]]",1,32,shuffle7,"[[0.33333333 0.66666667]
 [0.5        0.5       ]]",0.3333333333333333,0.5
2,200,250,0.64,0.8,0.4,"[ 1  2  3  5 12 14 15 16 18 22 24 27 31 32 33 35 39 40 41 43  7  8  9 10
 11 13 17 19 20 21 23 26 28 29 34 36 38]","[[1 4]
 [3 2]]",2,37,shuffle7,"[[0.2 0.8]
 [0.6 0.4]]",0.2,0.6
3,200,250,0.4,0.6,0.6,"[ 0  2  3  7 14 17 20 21 22 23 26 30 32 35 36 37 39 41 43  5  9 10 11 12
 13 15 16 19 25 27 28 29 31 34 38 40 42]","[[2 3]
 [2 3]]",3,37,shuffle7,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
4,200,250,0.32,0.6,0.6,"[ 0  1  6  8  9 11 13 16 20 22 25 28 29 30 31 33 39 40 41 43  3  4  5  7
 10 14 15 17 18 19 21 23 24 27 32 34 36 37 42]","[[2 3]
 [2 3]]",4,39,shuffle7,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
5,250,300,0.33333333333333337,0.5,0.3333333333333333,"[ 0  1  2  3  7 14 16 18 24 26 28 39 41  6  8  9 10 11 12 13 15 25 27 30
 40]","[[3 3]
 [4 2]]",0,25,shuffle7,"[[0.5        0.5       ]
 [0.66666667 0.33333333]]",0.5,0.6666666666666666
6,250,300,0.3055555555555556,0.6666666666666666,0.6666666666666666,"[ 0  1  2  6 12 15 16 19 20 21 25 29 31 33 37 38 39 41  5  8  9 10 11 13
 14 23 26 27 30 32 34 35 36 40]","[[2 4]
 [2 4]]",1,34,shuffle7,"[[0.33333333 0.66666667]
 [0.33333333 0.66666667]]",0.3333333333333333,0.3333333333333333
7,250,300,0.48,0.6,0.6,"[ 0  1  2  5 14 16 18 22 24 27 30 31 32 33 35 41 43  4  7  8 10 11 17 23
 26 29 34 36]","[[2 3]
 [2 3]]",2,28,shuffle7,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
8,250,300,0.6000000000000001,0.4,1.0,"[ 0  1  2  3  7 14 17 18 21 22 23 26 30 32 35 36 37 39 43  6  8  9 10 11
 12 15 16 24 27 29 31 33 34 38 40 42]","[[3 2]
 [0 5]]",3,36,shuffle7,"[[0.6 0.4]
 [0.  1. ]]",0.6,0.0
9,250,300,0.64,0.6,0.4,"[ 0  1  6  8  9 12 13 16 20 25 29 30 31 33 40 41 43  3  4  5  7 17 18 19
 21 23 24 26 27 32 34 36]","[[2 3]
 [3 2]]",4,32,shuffle7,"[[0.4 0.6]
 [0.6 0.4]]",0.4,0.6
10,300,350,0.4166666666666667,0.16666666666666666,0.3333333333333333,"[ 0  1  2  3  7 14 16 17 18 20 24 26 31 38 39 41  6  8  9 10 11 13 15 19
 22 25 27 29 34 37 40]","[[5 1]
 [4 2]]",0,31,shuffle7,"[[0.83333333 0.16666667]
 [0.66666667 0.33333333]]",0.8333333333333334,0.6666666666666666
11,300,350,0.26388888888888884,0.3333333333333333,0.8333333333333334,"[ 0  1  2  6 12 15 16 18 20 21 25 28 29 33 37 39 41  5  8  9 11 13 14 23
 26 27 32 34 35 36 40]","[[4 2]
 [1 5]]",1,31,shuffle7,"[[0.66666667 0.33333333]
 [0.16666667 0.83333333]]",0.6666666666666666,0.16666666666666666
12,300,350,0.32,0.6,0.8,"[ 0  1  2  5 12 15 16 18 22 24 30 31 33 35 40 43  4  7  8 10 11 13 17 21
 23 26 28 29 34 36 38]","[[2 3]
 [1 4]]",2,31,shuffle7,"[[0.4 0.6]
 [0.2 0.8]]",0.4,0.2
13,300,350,0.37999999999999995,0.8,0.8,"[ 0  1  2  3  7 14 17 18 20 21 22 23 26 30 32 35 37 39 41 43  6  9 10 12
 13 15 16 25 29 31 33 42]","[[1 4]
 [1 4]]",3,32,shuffle7,"[[0.2 0.8]
 [0.2 0.8]]",0.2,0.2
14,300,350,0.6799999999999999,0.6,0.6,"[ 0  1  6  8  9 11 12 13 16 20 22 28 29 31 33 39 41 43  3  4  5  7 14 15
 18 23 24 26 36 37 38]","[[2 3]
 [2 3]]",4,31,shuffle7,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
0,200,250,0.7777777777777777,0.6666666666666666,0.3333333333333333,"[ 2  5  7  9 13 15 16 17 19 22 23 27 31 32 36 37  3  8 10 11 12 14 18 20
 21 25 26 30 33 35 38 39 41]","[[2 4]
 [4 2]]",0,33,shuffle8,"[[0.33333333 0.66666667]
 [0.66666667 0.33333333]]",0.3333333333333333,0.6666666666666666
1,200,250,0.8611111111111112,0.6666666666666666,0.3333333333333333,"[ 2  4  5 11 15 16 17 18 21 22 25 26 29 31 32 34 36 37 40  0  3  6  8  9
 10 13 14 19 23 27 28 33 38 39 41]","[[2 4]
 [4 2]]",1,35,shuffle8,"[[0.33333333 0.66666667]
 [0.66666667 0.33333333]]",0.3333333333333333,0.6666666666666666
2,200,250,0.64,0.4,0.6,"[ 3  7  9 13 14 15 16 20 21 25 30 31 32 35 36 38 39 42  1  6  8 10 11 12
 17 18 19 23 24 27 28 29 33 34 40 41 43]","[[3 2]
 [2 3]]",2,37,shuffle8,"[[0.6 0.4]
 [0.4 0.6]]",0.6,0.4
3,200,250,0.6,0.6,0.4,"[ 2  5  6 13 17 19 20 22 23 24 27 28 34 35 36 39 40 42  3  4  8 10 11 12
 14 15 16 21 25 26 29 30 32 33 37 41]","[[2 3]
 [3 2]]",3,36,shuffle8,"[[0.4 0.6]
 [0.6 0.4]]",0.4,0.6
4,200,250,0.6,0.4,0.4,"[ 1  3  8  9 10 12 13 14 18 19 20 23 24 28 29 30 36 38 39 42  4  5  6  7
 11 15 17 21 22 26 27 31 32 35 40 41 43]","[[3 2]
 [3 2]]",4,37,shuffle8,"[[0.6 0.4]
 [0.6 0.4]]",0.6,0.6
5,250,300,0.48611111111111116,0.6666666666666666,0.6666666666666666,"[ 2  5  6 13 15 16 19 22 23 27 31 32 36 37  0  1  3 10 11 12 20 21 26 29
 30 33 35 39]","[[2 4]
 [2 4]]",0,28,shuffle8,"[[0.33333333 0.66666667]
 [0.33333333 0.66666667]]",0.3333333333333333,0.3333333333333333
6,250,300,0.5972222222222222,0.8333333333333334,0.8333333333333334,"[ 2  4  5 11 15 16 17 18 20 22 26 29 31 34 36 37 40  1  3  8  9 10 19 23
 24 28 33 35 38 39 41]","[[1 5]
 [1 5]]",1,31,shuffle8,"[[0.16666667 0.83333333]
 [0.16666667 0.83333333]]",0.16666666666666666,0.16666666666666666
7,250,300,0.2,0.4,0.8,"[ 3  4  9 13 14 16 20 25 26 30 31 32 35 36  0  1  6  8 10 11 17 18 19 23
 24 27 28 29 33 34 40 41 43]","[[3 2]
 [1 4]]",2,33,shuffle8,"[[0.6 0.4]
 [0.2 0.8]]",0.6,0.2
8,250,300,0.64,0.6,0.6,"[ 2  5  6  9 13 17 18 19 20 22 23 24 27 28 31 36 39 40 42  0  1  3  4 10
 11 12 21 25 26 30 32 33 37 41 43]","[[2 3]
 [2 3]]",3,35,shuffle8,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
9,250,300,0.43999999999999995,0.6,0.6,"[ 1  8  9 10 13 14 18 20 23 24 29 30 33 38 39  4  5 11 15 17 22 25 26 27
 31 35 37 41]","[[2 3]
 [2 3]]",4,28,shuffle8,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
10,300,350,0.3055555555555556,0.8333333333333334,0.3333333333333333,"[ 2  5  6  9 15 19 22 23 24 27 31 32 36 37 40  1  3  4 11 12 20 21 26 29
 30 33 35 38 39]","[[1 5]
 [4 2]]",0,29,shuffle8,"[[0.16666667 0.83333333]
 [0.66666667 0.33333333]]",0.16666666666666666,0.6666666666666666
11,300,350,0.6111111111111112,0.5,0.6666666666666666,"[ 2  4  5  7 11 15 16 17 18 29 31 32 36 37 40  1  3  6  9 10 19 23 24 28
 30 33 35 38]","[[3 3]
 [2 4]]",1,28,shuffle8,"[[0.5        0.5       ]
 [0.33333333 0.66666667]]",0.5,0.3333333333333333
12,300,350,0.9,1.0,1.0,"[ 3  4  7  9 13 14 15 16 20 25 30 31 32 35 36 38 39  0  1  2  8 10 17 18
 19 24 28 29 33 34 37 43]","[[5 0]
 [1 4]]",2,32,shuffle8,"[[1.  0. ]
 [0.2 0.8]]",1.0,0.2
13,300,350,0.76,0.4,0.8,"[ 2  5  6  9 13 17 18 19 20 22 24 27 31 34 35 36 39 42  1  3  4 11 12 14
 21 25 26 30 32 33 37 38 41 43]","[[3 2]
 [1 4]]",3,34,shuffle8,"[[0.6 0.4]
 [0.2 0.8]]",0.6,0.2
14,300,350,0.39999999999999997,0.4,0.6,"[ 1  8 10 13 14 18 19 23 28 29 30 33 38 39 42  2  4  5  6 11 15 16 17 25
 26 27 32 35 37 40]","[[3 2]
 [2 3]]",4,30,shuffle8,"[[0.6 0.4]
 [0.4 0.6]]",0.6,0.4
0,200,250,0.41666666666666663,0.5,0.5,"[ 2  4  8 11 12 14 15 16 17 20 25 26 28 29 32 35 36 37 39  0  1  7  9 10
 13 18 19 21 22 23 27 31 33 34 38 40 41]","[[3 3]
 [3 3]]",0,37,shuffle9,"[[0.5 0.5]
 [0.5 0.5]]",0.5,0.5
1,200,250,0.8333333333333334,0.6666666666666666,0.3333333333333333,"[ 2  4  7 10 13 14 15 16 19 22 25 28 30 33 34 36 37 39  0  3  6  8 11 12
 20 21 24 26 27 31 32 40 41]","[[2 4]
 [4 2]]",1,33,shuffle9,"[[0.33333333 0.66666667]
 [0.66666667 0.33333333]]",0.3333333333333333,0.6666666666666666
2,200,250,0.8,0.8,0.2,"[ 6  7  8 11 12 14 15 22 24 26 28 29 32 34 38 39 41  0  1  3  5  9 10 16
 17 20 21 25 27 31 33 35 40 43]","[[1 4]
 [4 1]]",2,34,shuffle9,"[[0.2 0.8]
 [0.8 0.2]]",0.2,0.8
3,200,250,0.72,0.6,0.6,"[ 2  4  8 11 12 15 16 17 18 20 21 25 26 29 30 31 34 36 38 41  0  1  3  5
  7  9 13 14 22 23 24 27 28 32 35 37 39 40]","[[2 3]
 [2 3]]",3,38,shuffle9,"[[0.4 0.6]
 [0.4 0.6]]",0.4,0.4
4,200,250,0.64,0.4,0.2,"[ 1  5  7  8  9 11 15 21 22 26 30 32 35 38 41  2  3  4 12 13 14 18 19 23
 25 29 31 33 34 40 42 43]","[[3 2]
 [4 1]]",4,32,shuffle9,"[[0.6 0.4]
 [0.8 0.2]]",0.6,0.8
5,250,300,0.5555555555555556,0.6666666666666666,0.5,"[ 2  4  8 11 14 16 20 24 25 26 28 29 32 37 39  5  6  7  9 13 19 21 22 27
 31 34 40 41]","[[2 4]
 [3 3]]",0,28,shuffle9,"[[0.33333333 0.66666667]
 [0.5        0.5       ]]",0.3333333333333333,0.5
6,250,300,0.6527777777777779,0.3333333333333333,0.3333333333333333,"[ 2  4  7 10 13 14 15 16 18 19 22 23 28 30 33 34 36 37 39  0  5  6  8 11
 12 20 24 27 31 32 35 40 41]","[[4 2]
 [4 2]]",1,33,shuffle9,"[[0.66666667 0.33333333]
 [0.66666667 0.33333333]]",0.6666666666666666,0.6666666666666666
7,250,300,0.23999999999999996,0.4,0.8,"[ 2  6  7  8 11 12 15 22 23 26 28 32 36 38 39 41  3  4  5  9 10 13 16 20
 27 31 35 37 40 42 43]","[[3 2]
 [1 4]]",2,31,shuffle9,"[[0.6 0.4]
 [0.2 0.8]]",0.6,0.2
8,250,300,0.7400000000000001,0.2,0.6,"[ 2  4  8 11 12 15 17 18 21 25 30 31 34 36 38 41 42  3  5  6  7  9 10 13
 14 19 24 27 32 35 39 40 43]","[[4 1]
 [2 3]]",3,33,shuffle9,"[[0.8 0.2]
 [0.4 0.6]]",0.8,0.4
9,250,300,0.32000000000000006,0.8,0.6,"[ 1  5  7  8  9 11 15 20 22 30 35 41  2  3  6 13 14 18 23 25 29 34 40 42
 43]","[[1 4]
 [2 3]]",4,25,shuffle9,"[[0.2 0.8]
 [0.4 0.6]]",0.2,0.4
10,300,350,0.5833333333333333,0.6666666666666666,0.6666666666666666,"[ 2  4  8 11 12 14 15 16 17 20 25 26 29 30 32 39  0  5  6  7 13 19 22 27
 31 38 40 41]","[[2 4]
 [2 4]]",0,28,shuffle9,"[[0.33333333 0.66666667]
 [0.33333333 0.66666667]]",0.3333333333333333,0.3333333333333333
11,300,350,0.5555555555555556,0.3333333333333333,0.6666666666666666,"[ 2  4  7 10 14 15 16 19 22 23 28 30 33 34 39  0  3  5  6  8 11 12 17 21
 24 26 27 31 35 40 41]","[[4 2]
 [2 4]]",1,31,shuffle9,"[[0.66666667 0.33333333]
 [0.33333333 0.66666667]]",0.6666666666666666,0.3333333333333333
12,300,350,0.68,0.6,0.8,"[ 2  6  7  8 11 12 14 15 22 23 24 28 30 32 34 36 38 39 41  3  4  5  9 10
 13 16 20 25 27 31 37 40 42 43]","[[2 3]
 [1 4]]",2,34,shuffle9,"[[0.4 0.6]
 [0.2 0.8]]",0.4,0.2
13,300,350,0.5,0.2,0.6,"[ 2  4  8 11 12 15 17 18 20 21 25 26 30 34 36 38 41 42  0  5  6  7 13 14
 19 22 23 27 32 35 40 43]","[[4 1]
 [2 3]]",3,32,shuffle9,"[[0.8 0.2]
 [0.4 0.6]]",0.8,0.4
14,300,350,0.24,0.8,0.4,"[ 1  5  7  8  9 11 15 21 22 26 28 30 32 36 41  0  2  6 10 13 17 18 23 29
 37 40 42 43]","[[1 4]
 [3 2]]",4,28,shuffle9,"[[0.2 0.8]
 [0.6 0.4]]",0.2,0.6
